Chr	FungPos	CO.Type	Chromatid1	Chromatid2	GC.tracLength	GC.nbSNP	is.gc	Tetrad	CO.Event	Tetrad.CO.Event	SNP.F1	SNP.F2	SNP.MAP.F1	SNP.MAP.F2	SNP.MAP.GC	SNP.1	SNP.2	D1	D2	medianD	minTL	maxTL	Conv.ColLer	Conv.LerCol	Genotype
Chr1	18469198.25	1	2	4	3396.5	3	TRUE	QFiFa_Tet20	10	QFiFa_Tet20_CO_10	18466799	18472617	13	7	13_15_15_15_7	18468201	18469176	1402	3441	3396.5	976	5818	0	3	QFiFa
Chr1	23770599.5	0	2	3	0	0	FALSE	QFiFa_Tet20	11	QFiFa_Tet20_CO_11	23770442	23770757	4	6	4_6	23770442	23770757	0	0	0	0	0	0	0	QFiFa
Chr1	19422305.5	0	3	4	0	0	FALSE	QFiFa_Tet20	12	QFiFa_Tet20_CO_12	19421396	19423215	6	10	6_10	19421396	19423215	0	0	0	0	0	0	0	QFiFa
Chr1	6730183	0	2	4	0	0	FALSE	QFiFa_Tet20	13	QFiFa_Tet20_CO_13	6729435	6730931	13	7	13_7	6729435	6730931	0	0	0	0	0	0	0	QFiFa
Chr1	238286.5	0	1	2	0	0	FALSE	QFiFa_Tet20	14	QFiFa_Tet20_CO_14	210319	266254	10	11	10_11	210319	266254	0	0	0	0	0	0	0	QFiFa
Chr2	17662345.5	0	1	4	0	0	FALSE	QFiFa_Tet20	15	QFiFa_Tet20_CO_15	17661450	17663241	4	11	4_11	17661450	17663241	0	0	0	0	0	0	0	QFiFa
Chr2	1094644.5	0	1	4	0	0	FALSE	QFiFa_Tet20	16	QFiFa_Tet20_CO_16	1093921	1095368	11	4	11_4	1093921	1095368	0	0	0	0	0	0	0	QFiFa
Chr2	279733.25	1	1	4	1280.5	1	TRUE	QFiFa_Tet20	17	QFiFa_Tet20_CO_17	278543	281104	4	11	4_3_11	279643	279643	1100	1461	1280.5	1	2561	1	0	QFiFa
Chr2	19504700	1	1	4	NA	7	TRUE	QFiFa_Tet20	18	QFiFa_Tet20_CO_18	19504384	19506297	11	8	11_8_4_4_4_8_8_8_4	19505016	19505760	632	537	1328.5	745	1913	0	4	QFiFa
Chr3	22604653.5	1	1	4	1654	2	TRUE	QFiFa_Tet20	19	QFiFa_Tet20_CO_19	22602819	22606049	13	6	13_14_14_6	22604834	22604912	2015	1137	1654	79	3230	0	2	QFiFa
Chr3	22602217.5	0	1	4	0	0	FALSE	QFiFa_Tet20	20	QFiFa_Tet20_CO_20	22601616	22602819	6	13	6_13	22601616	22602819	0	0	0	0	0	0	0	QFiFa
Chr3	22597966.75	1	1	4	2978.5	6	TRUE	QFiFa_Tet20	21	QFiFa_Tet20_CO_21	22595914	22600293	13	6	13_5_5_5_5_5_5_6	22597041	22598619	1127	1674	2978.5	1579	4379	6	0	QFiFa
Chr3	22977577.5	0	1	2	0	0	FALSE	QFiFa_Tet20	22	QFiFa_Tet20_CO_22	22977282	22977873	6	7	6_7	22977282	22977873	0	0	0	0	0	0	0	QFiFa
Chr4	10274913	1	2	3	466	2	TRUE	QFiFa_Tet20	25	QFiFa_Tet20_CO_25	10274383	10275283	13	11	13_9_9_11	10274977	10275009	594	274	466	33	900	2	0	QFiFa
Chr4	811613	1	2	4	NA	2	TRUE	QFiFa_Tet20	26	QFiFa_Tet20_CO_26	810780	812774	7	13	7_13_14_13	812446	812636	1666	138	1092	191	1994	0	1	QFiFa
Chr4	15989685.5	2	1	2	3096.5	7	TRUE	QFiFa_Tet20	27	QFiFa_Tet20_CO_27	15988038	15993205	11	10	11_14_14_14_14_14_14_14_10	15988038	15993205	0	0	5167	5168	5167	0	7	QFiFa
Chr5	24284090	0	1	3	0	0	FALSE	QFiFa_Tet20	30	QFiFa_Tet20_CO_30	24283082	24285098	4	7	4_7	24283082	24285098	0	0	0	0	0	0	0	QFiFa
Chr5	6747650.75	1	3	4	3323.5	2	TRUE	QFiFa_Tet20	31	QFiFa_Tet20_CO_31	6744948	6751553	10	6	10_14_14_6	6747030	6747072	2082	4481	3323.5	43	6605	0	2	QFiFa
Chr5	26901816	0	3	4	0	0	FALSE	QFiFa_Tet20	32	QFiFa_Tet20_CO_32	26901526	26902106	11	7	11_7	26901526	26902106	0	0	0	0	0	0	0	QFiFa
Chr5	22663217	8	1	4	NA	3	TRUE	QFiFa_Tet20	33	QFiFa_Tet20_CO_33	22661746	22665793	11	4	11_15_7_7_4	22661937	22662662	191	3131	2386	726	4047	0	1	QFiFa
Chr5	7678424.25	1	1	4	865.5	3	TRUE	QFiFa_Tet20	34	QFiFa_Tet20_CO_34	7677838	7679110	6	13	6_5_5_5_13	7678145	7678604	307	506	865.5	460	1272	3	0	QFiFa
Chr5	25755654.5	1	3	4	356	2	TRUE	QFiFa_Tet20	35	QFiFa_Tet20_CO_35	25755295	25755984	7	11	7_3_3_11	25755658	25755681	363	303	356	24	689	2	0	QFiFa
Chr5	2958673	3	3	4	NA	2	TRUE	QFiFa_Tet20	36	QFiFa_Tet20_CO_36	2958134	2959137	6	10	6_2_9_10	2958771	2959016	637	121	624	246	1003	2	0	QFiFa
Chr5	22324602.75	1	2	3	1148.5	1	TRUE	QFiFa_Tet20	37	QFiFa_Tet20_CO_37	22323271	22325568	13	11	13_15_11	22324786	22324786	1515	782	1148.5	1	2297	0	1	QFiFa
Chr1	17815281	0	2	3	0	0	FALSE	QFi_Tet18	1	QFi_Tet18_CO_1	17812166	17818396	6	4	6_4	17812166	17818396	0	0	0	0	0	0	0	QFi
Chr1	3595750	1	2	3	5248	7	TRUE	QFi_Tet18	2	QFi_Tet18_CO_2	3592074	3600937	11	13	11_9_9_9_9_9_9_9_13	3594178	3595811	2104	5126	5248	1634	8863	7	0	QFi
Chr1	20394017.5	0	3	4	0	0	FALSE	QFi_Tet18	3	QFi_Tet18_CO_3	20393054	20394981	11	7	11_7	20393054	20394981	0	0	0	0	0	0	0	QFi
Chr1	20023386.25	1	1	4	866.5	9	TRUE	QFi_Tet18	4	QFi_Tet18_CO_4	20022897	20024197	4	11	4_12_12_12_12_12_12_12_12_12_11	20023009	20023442	112	755	866.5	434	1300	0	9	QFi
Chr1	11182344.5	0	3	4	0	0	FALSE	QFi_Tet18	5	QFi_Tet18_CO_5	11181306	11183383	6	10	6_10	11181306	11183383	0	0	0	0	0	0	0	QFi
Chr1	298217	0	3	4	0	0	FALSE	QFi_Tet18	8	QFi_Tet18_CO_8	294969	301465	11	7	11_7	294969	301465	0	0	0	0	0	0	0	QFi
Chr1	4916205.5	0	1	2	0	0	FALSE	QFi_Tet18	9	QFi_Tet18_CO_9	4915063	4917348	10	11	10_11	4915063	4917348	0	0	0	0	0	0	0	QFi
Chr1	13141724.25	4	3	4	1935.5	9	TRUE	QFi_Tet18	10	QFi_Tet18_CO_10	13140606	13142745	10	6	10_9_2_2_2_2_2_5_5_5_6	13140606	13142745	0	0	2139	2140	2139	9	0	QFi
Chr1	1546780.5	1	2	4	822	1	TRUE	QFi_Tet18	13	QFi_Tet18_CO_13	1545929	1547573	13	7	13_15_7	1546810	1546810	881	763	822	1	1644	0	1	QFi
Chr1	9255731.5	0	1	3	0	0	FALSE	QFi_Tet18	14	QFi_Tet18_CO_14	9254129	9257334	10	13	10_13	9254129	9257334	0	0	0	0	0	0	0	QFi
Chr1	9198725.5	0	2	4	0	0	FALSE	QFi_Tet18	15	QFi_Tet18_CO_15	9198319	9199132	4	10	4_10	9198319	9199132	0	0	0	0	0	0	0	QFi
Chr1	2865423	0	3	4	0	0	FALSE	QFi_Tet18	16	QFi_Tet18_CO_16	2863823	2867023	7	11	7_11	2863823	2867023	0	0	0	0	0	0	0	QFi
Chr1	23781496.5	0	1	2	0	0	FALSE	QFi_Tet18	17	QFi_Tet18_CO_17	23780343	23782650	7	6	7_6	23780343	23782650	0	0	0	0	0	0	0	QFi
Chr1	9650432	1	1	4	456	1	TRUE	QFi_Tet18	18	QFi_Tet18_CO_18	9649986	9650898	13	6	13_14_6	9650422	9650422	436	476	456	1	912	0	1	QFi
Chr1	3982766	0	1	3	0	0	FALSE	QFi_Tet18	19	QFi_Tet18_CO_19	3938146	4027386	13	10	13_10	3938146	4027386	0	0	0	0	0	0	0	QFi
Chr1	6369069	0	1	4	0	0	FALSE	QFi_Tet18	20	QFi_Tet18_CO_20	6365704	6372434	11	4	11_4	6365704	6372434	0	0	0	0	0	0	0	QFi
Chr1	26744370	1	1	2	NA	2	TRUE	QFi_Tet18	21	QFi_Tet18_CO_21	26743490	26746015	6	7	6_5_6_7	26745250	26745758	1760	257	1516.5	509	2525	1	0	QFi
Chr1	728429.5	0	2	4	0	0	FALSE	QFi_Tet18	22	QFi_Tet18_CO_22	727955	728904	7	13	7_13	727955	728904	0	0	0	0	0	0	0	QFi
Chr2	17762054	0	1	2	0	0	FALSE	QFi_Tet18	23	QFi_Tet18_CO_23	17758955	17765153	11	10	11_10	17758955	17765153	0	0	0	0	0	0	0	QFi
Chr2	15375325	0	2	3	0	0	FALSE	QFi_Tet18	24	QFi_Tet18_CO_24	15375074	15375576	6	4	6_4	15375074	15375576	0	0	0	0	0	0	0	QFi
Chr2	2458006	1	3	4	884	3	TRUE	QFi_Tet18	25	QFi_Tet18_CO_25	2457123	2458679	10	6	10_14_14_14_6	2458005	2458217	882	462	884	213	1556	0	3	QFi
Chr2	19291580.5	0	1	2	0	0	FALSE	QFi_Tet18	26	QFi_Tet18_CO_26	19291478	19291683	10	11	10_11	19291478	19291683	0	0	0	0	0	0	0	QFi
Chr2	15753943	0	2	4	0	0	FALSE	QFi_Tet18	27	QFi_Tet18_CO_27	15748698	15759188	4	10	4_10	15748698	15759188	0	0	0	0	0	0	0	QFi
Chr2	17200702	0	1	2	0	0	FALSE	QFi_Tet18	28	QFi_Tet18_CO_28	17200171	17201233	10	11	10_11	17200171	17201233	0	0	0	0	0	0	0	QFi
Chr3	5102278.5	0	1	3	0	0	FALSE	QFi_Tet18	29	QFi_Tet18_CO_29	5079992	5124565	4	7	4_7	5079992	5124565	0	0	0	0	0	0	0	QFi
Chr3	22206815.5	0	2	3	0	0	FALSE	QFi_Tet18	30	QFi_Tet18_CO_30	22205540	22208091	4	6	4_6	22205540	22208091	0	0	0	0	0	0	0	QFi
Chr3	2895909	0	2	3	0	0	FALSE	QFi_Tet18	31	QFi_Tet18_CO_31	2894456	2897362	11	13	11_13	2894456	2897362	0	0	0	0	0	0	0	QFi
Chr3	21480603	0	1	3	0	0	FALSE	QFi_Tet18	32	QFi_Tet18_CO_32	21468762	21492444	7	4	7_4	21468762	21492444	0	0	0	0	0	0	0	QFi
Chr3	8728305.5	0	1	4	0	0	FALSE	QFi_Tet18	33	QFi_Tet18_CO_33	8727467	8729144	4	11	4_11	8727467	8729144	0	0	0	0	0	0	0	QFi
Chr3	5571344	2	1	2	3314	4	TRUE	QFi_Tet18	34	QFi_Tet18_CO_34	5568989	5574254	7	6	7_3_3_3_2_6	5568989	5574254	0	0	5265	5266	5265	4	0	QFi
Chr3	4440945.5	0	1	4	0	0	FALSE	QFi_Tet18	35	QFi_Tet18_CO_35	4439720	4442171	11	4	11_4	4439720	4442171	0	0	0	0	0	0	0	QFi
Chr3	2574917.25	1	1	4	NA	4	TRUE	QFi_Tet18	36	QFi_Tet18_CO_36	2573871	2578826	4	11	4_10_11_11_9_11	2574560	2577507	689	1319	3951	2948	4955	1	0	QFi
Chr3	18208210.25	1	3	4	569.5	3	TRUE	QFi_Tet18	37	QFi_Tet18_CO_37	18207691	18208608	11	7	11_3_3_3_7	18208160	18208382	469	226	569.5	223	917	3	0	QFi
Chr3	6400308.75	1	2	3	620.5	1	TRUE	QFi_Tet18	38	QFi_Tet18_CO_38	6399886	6401127	6	4	6_8_4	6400111	6400111	225	1016	620.5	1	1241	0	1	QFi
Chr3	184217.75	1	1	3	1165.5	2	TRUE	QFi_Tet18	39	QFi_Tet18_CO_39	183543	185871	7	4	7_8_8_4	183727	183730	184	2141	1165.5	4	2328	0	2	QFi
Chr3	3544060	0	2	3	0	0	FALSE	QFi_Tet18	40	QFi_Tet18_CO_40	3543774	3544346	13	11	13_11	3543774	3544346	0	0	0	0	0	0	0	QFi
Chr4	18458746.5	1	2	3	1102	9	TRUE	QFi_Tet18	41	QFi_Tet18_CO_41	18457923	18459605	11	13	11_15_15_15_15_15_15_15_15_15_13	18458468	18458990	545	615	1102	523	1682	0	9	QFi
Chr4	401381.75	3	2	3	NA	4	TRUE	QFi_Tet18	42	QFi_Tet18_CO_42	400577	402127	4	6	4_3_2_2_2_6	400680	401659	103	468	1264.5	980	1550	4	0	QFi
Chr4	11342152.5	0	3	4	0	0	FALSE	QFi_Tet18	43	QFi_Tet18_CO_43	11341292	11343013	6	10	6_10	11341292	11343013	0	0	0	0	0	0	0	QFi
Chr4	13248969	0	1	3	0	0	FALSE	QFi_Tet18	44	QFi_Tet18_CO_44	13248817	13249121	10	13	10_13	13248817	13249121	0	0	0	0	0	0	0	QFi
Chr4	14011978	0	1	4	0	0	FALSE	QFi_Tet18	45	QFi_Tet18_CO_45	14011113	14012843	13	6	13_6	14011113	14012843	0	0	0	0	0	0	0	QFi
Chr4	15080967.75	1	3	4	901.5	1	TRUE	QFi_Tet18	46	QFi_Tet18_CO_46	15080301	15082104	7	11	7_15_11	15080733	15080733	432	1371	901.5	1	1803	0	1	QFi
Chr4	14638279	0	1	2	0	0	FALSE	QFi_Tet18	47	QFi_Tet18_CO_47	14638022	14638536	6	7	6_7	14638022	14638536	0	0	0	0	0	0	0	QFi
Chr5	1308183.5	8	3	4	987	5	TRUE	QFi_Tet18	48	QFi_Tet18_CO_48	1307568	1308792	7	11	7_13_13_13_13_15_11	1307812	1308562	244	230	987	751	1224	0	1	QFi
Chr5	8776397.5	0	2	3	0	0	FALSE	QFi_Tet18	49	QFi_Tet18_CO_49	8775562	8777233	13	11	13_11	8775562	8777233	0	0	0	0	0	0	0	QFi
Chr5	5833389.5	0	2	3	0	0	FALSE	QFi_Tet18	50	QFi_Tet18_CO_50	5833030	5833749	4	6	4_6	5833030	5833749	0	0	0	0	0	0	0	QFi
Chr5	25920584.5	0	1	3	0	0	FALSE	QFi_Tet18	51	QFi_Tet18_CO_51	25919785	25921384	13	10	13_10	25919785	25921384	0	0	0	0	0	0	0	QFi
Chr5	5207022	1	1	3	NA	25	TRUE	QFi_Tet18	52	QFi_Tet18_CO_52	5202311	5207419	7	4	7_3_3_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_4	5202921	5206625	610	794	4406	3705	5108	2	0	QFi
Chr5	6315962	1	1	4	1061	1	TRUE	QFi_Tet18	53	QFi_Tet18_CO_53	6315147	6317269	6	13	6_5_13	6315716	6315716	569	1553	1061	1	2122	1	0	QFi
Chr5	22320354	0	1	4	0	0	FALSE	QFi_Tet18	54	QFi_Tet18_CO_54	22318436	22322272	6	13	6_13	22318436	22322272	0	0	0	0	0	0	0	QFi
Chr5	21286036	0	3	4	0	0	FALSE	QFi_Tet18	55	QFi_Tet18_CO_55	21285536	21286536	10	6	10_6	21285536	21286536	0	0	0	0	0	0	0	QFi
Chr5	26348816.5	0	1	2	0	0	FALSE	QFi_Tet18	56	QFi_Tet18_CO_56	26348354	26349279	10	11	10_11	26348354	26349279	0	0	0	0	0	0	0	QFi
Chr5	21025041	0	1	3	0	0	FALSE	QFi_Tet18	57	QFi_Tet18_CO_57	21024389	21025693	13	10	13_10	21024389	21025693	0	0	0	0	0	0	0	QFi
Chr5	24530910.5	0	1	3	0	0	FALSE	QFi_Tet18	58	QFi_Tet18_CO_58	24530680	24531141	10	13	10_13	24530680	24531141	0	0	0	0	0	0	0	QFi
Chr5	3910751.5	0	3	4	0	0	FALSE	QFi_Tet18	59	QFi_Tet18_CO_59	3907257	3914246	11	7	11_7	3907257	3914246	0	0	0	0	0	0	0	QFi
Chr5	7083383.5	1	1	3	2103	21	TRUE	QFi_Tet18	60	QFi_Tet18_CO_60	7081929	7084741	13	10	13_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_14_10	7082735	7084129	806	612	2103	1395	2812	0	21	QFi
Chr5	23653115.25	1	1	3	1881.5	1	TRUE	QFi_Tet18	61	QFi_Tet18_CO_61	23650917	23654680	13	10	13_9_10	23653432	23653432	2515	1248	1881.5	1	3763	1	0	QFi
Chr5	7755730.75	8	1	3	1919.5	4	TRUE	QFi_Tet18	62	QFi_Tet18_CO_62	7754460	7757457	10	13	10_9_9_11_11_13	7755082	7755924	622	1533	1919.5	843	2997	2	0	QFi
Chr5	19696799	0	3	4	0	0	FALSE	QFi_Tet18	63	QFi_Tet18_CO_63	19693732	19699866	11	7	11_7	19693732	19699866	0	0	0	0	0	0	0	QFi
Chr5	14812190.75	1	1	4	NA	22	TRUE	QFi_Tet18	64	QFi_Tet18_CO_64	14811015	14812726	11	4	11_9_9_9_9_11_11_11_11_11_11_11_11_11_11_11_11_11_11_11_11_3_3_4	14811209	14812138	194	588	1320	930	1711	6	0	QFi
Chr5	20238912	1	2	4	NA	6	TRUE	QFi_Tet18	65	QFi_Tet18_CO_65	20237732	20239156	7	13	7_15_15_15_15_15_7_13	20237806	20238668	74	488	1143	863	1424	0	5	QFi
Chr5	18360260.75	1	1	4	129.5	1	TRUE	QFi_Tet18	66	QFi_Tet18_CO_66	18360127	18360386	4	11	4_12_11	18360265	18360265	138	121	129.5	1	259	0	1	QFi
Chr1	28466793	0	3	4	0	0	FALSE	wt_Tet1	1	wt_Tet1_CO_1	28456198	28477388	10	6	10_6	28456198	28477388	0	0	0	0	0	0	0	wt
Chr1	16777677	1	1	3	371	6	TRUE	wt_Tet1	2	wt_Tet1_CO_2	16777356	16778027	13	10	13_9_9_9_9_9_9_10	16777627	16777698	271	329	371	72	671	6	0	wt
Chr1	680299.5	0	2	3	0	0	FALSE	wt_Tet1	3	wt_Tet1_CO_3	680183	680416	11	13	11_13	680183	680416	0	0	0	0	0	0	0	wt
Chr2	18520123.5	1	1	2	1186	1	TRUE	wt_Tet1	4	wt_Tet1_CO_4	18518683	18521055	6	7	6_5_7	18520378	18520378	1695	677	1186	1	2372	1	0	wt
Chr2	7686397	0	1	4	0	0	FALSE	wt_Tet1	5	wt_Tet1_CO_5	7680452	7692342	13	6	13_6	7680452	7692342	0	0	0	0	0	0	0	wt
Chr3	10698074.5	1	1	3	617	8	TRUE	wt_Tet1	6	wt_Tet1_CO_6	10697653	10698596	10	13	10_14_14_14_14_14_14_14_14_13	10697879	10698170	226	426	617	292	943	0	8	wt
Chr4	11444051.5	0	2	3	0	0	FALSE	wt_Tet1	7	wt_Tet1_CO_7	11443406	11444697	6	4	6_4	11443406	11444697	0	0	0	0	0	0	0	wt
Chr4	5736293.5	0	1	4	0	0	FALSE	wt_Tet1	8	wt_Tet1_CO_8	5734802	5737785	13	6	13_6	5734802	5737785	0	0	0	0	0	0	0	wt
Chr5	17730820.25	1	2	4	532.5	3	TRUE	wt_Tet1	9	wt_Tet1_CO_9	17730531	17731177	13	7	13_5_5_5_7	17730577	17730996	46	181	532.5	420	646	3	0	wt
Chr5	8443829.5	0	1	4	0	0	FALSE	wt_Tet1	10	wt_Tet1_CO_10	8442722	8444937	6	13	6_13	8442722	8444937	0	0	0	0	0	0	0	wt
Chr1	28731814.5	0	1	2	0	0	FALSE	wt_Tet2	1	wt_Tet2_CO_1	28724228	28739401	7	6	7_6	28724228	28739401	0	0	0	0	0	0	0	wt
Chr1	5424529	1	2	3	391	2	TRUE	wt_Tet2	2	wt_Tet2_CO_2	5424209	5424830	4	6	4_8_8_6	5424458	5424619	249	211	391	162	621	0	2	wt
Chr1	9143413.25	1	1	2	845.5	3	TRUE	wt_Tet2	3	wt_Tet2_CO_3	9142675	9143869	6	7	6_8_8_8_7	9143306	9143803	631	66	845.5	498	1194	0	3	wt
Chr2	9787514.75	1	1	2	1284.5	10	TRUE	wt_Tet2	4	wt_Tet2_CO_4	9786539	9788259	10	11	10_9_9_9_9_9_9_9_9_9_9_11	9787206	9788055	667	204	1284.5	850	1720	10	0	wt
Chr3	9465077.5	1	2	4	737	2	TRUE	wt_Tet2	5	wt_Tet2_CO_5	9464414	9465638	13	7	13_5_5_7	9465004	9465254	590	384	737	251	1224	2	0	wt
Chr3	17960621	1	3	4	487	3	TRUE	wt_Tet2	6	wt_Tet2_CO_6	17960314	17960952	7	11	7_15_15_15_11	17960441	17960777	127	175	487	337	638	0	3	wt
Chr4	1005774.5	1	3	4	438	2	TRUE	wt_Tet2	7	wt_Tet2_CO_7	1005416	1006168	11	7	11_3_3_7	1005695	1005819	279	349	438	125	752	2	0	wt
Chr5	21246452	1	3	4	1164	2	TRUE	wt_Tet2	8	wt_Tet2_CO_8	21244874	21247197	10	6	10_2_2_6	21246866	21246871	1992	326	1164	6	2323	2	0	wt
Chr5	1609883.5	0	2	4	0	0	FALSE	wt_Tet2	9	wt_Tet2_CO_9	1609465	1610302	4	10	4_10	1609465	1610302	0	0	0	0	0	0	0	wt
Chr1	13279313	0	3	4	0	0	FALSE	wt_Tet3	1	wt_Tet3_CO_1	13279246	13279380	10	6	10_6	13279246	13279380	0	0	0	0	0	0	0	wt
Chr1	21030677	0	2	3	0	0	FALSE	wt_Tet3	6	wt_Tet3_CO_6	21028519	21032835	6	4	6_4	21028519	21032835	0	0	0	0	0	0	0	wt
Chr1	606623.5	1	1	2	325	3	TRUE	wt_Tet3	7	wt_Tet3_CO_7	606437	606987	11	10	11_9_9_9_10	606485	606585	48	402	325	101	550	3	0	wt
Chr2	17877122.5	1	1	2	1301	3	TRUE	wt_Tet3	8	wt_Tet3_CO_8	17876270	17877934	6	7	6_5_5_5_7	17876674	17877612	404	322	1301	939	1664	3	0	wt
Chr2	243262.75	1	1	4	196.5	2	TRUE	wt_Tet3	9	wt_Tet3_CO_9	243023	243408	13	6	13_14_14_6	243306	243314	283	94	196.5	9	385	0	2	wt
Chr3	17915866.5	1	3	4	588	6	TRUE	wt_Tet3	10	wt_Tet3_CO_10	17915490	17916230	6	10	6_2_2_2_2_2_2_10	17915655	17916091	165	139	588	437	740	6	0	wt
Chr3	8790836	0	3	4	0	0	FALSE	wt_Tet3	11	wt_Tet3_CO_11	8788832	8792840	10	6	10_6	8788832	8792840	0	0	0	0	0	0	0	wt
Chr4	5637491	1	1	4	1088	2	TRUE	wt_Tet3	12	wt_Tet3_CO_12	5636855	5638924	11	4	11_3_3_4	5637039	5637146	184	1778	1088	108	2069	2	0	wt
Chr5	19305780.5	1	1	4	1146	1	TRUE	wt_Tet3	13	wt_Tet3_CO_13	19304960	19307252	6	13	6_5_13	19305455	19305455	495	1797	1146	1	2292	1	0	wt
Chr5	10640369.5	0	1	2	0	0	FALSE	wt_Tet3	14	wt_Tet3_CO_14	10640123	10640616	7	6	7_6	10640123	10640616	0	0	0	0	0	0	0	wt
Chr1	23685846	1	2	4	278	1	TRUE	wt_Tet4	1	wt_Tet4_CO_1	23685530	23686086	10	4	10_2_4	23685884	23685884	354	202	278	1	556	1	0	wt
Chr1	1425192	0	2	4	0	0	FALSE	wt_Tet4	2	wt_Tet4_CO_2	1424739	1425645	10	4	10_4	1424739	1425645	0	0	0	0	0	0	0	wt
Chr1	8975424.25	1	2	4	438.5	2	TRUE	wt_Tet4	3	wt_Tet4_CO_3	8974983	8975704	4	10	4_12_12_10	8975427	8975583	444	121	438.5	157	721	0	2	wt
Chr2	8058255.5	1	1	2	1465	4	TRUE	wt_Tet4	4	wt_Tet4_CO_4	8056751	8059208	7	6	7_8_8_8_8_6	8058295	8058768	1544	440	1465	474	2457	0	4	wt
Chr2	325500.5	0	1	2	0	0	FALSE	wt_Tet4	5	wt_Tet4_CO_5	324931	326070	6	7	6_7	324931	326070	0	0	0	0	0	0	0	wt
Chr3	11467699.25	1	3	4	712.5	2	TRUE	wt_Tet4	6	wt_Tet4_CO_6	11467059	11468134	11	7	11_3_3_7	11467627	11467977	568	157	712.5	351	1075	2	0	wt
Chr3	5102278.5	0	1	2	0	0	FALSE	wt_Tet4	7	wt_Tet4_CO_7	5079992	5124565	10	11	10_11	5079992	5124565	0	0	0	0	0	0	0	wt
Chr4	5317257	0	1	3	0	0	FALSE	wt_Tet4	8	wt_Tet4_CO_8	5302507	5332007	10	13	10_13	5302507	5332007	0	0	0	0	0	0	0	wt
Chr4	11769585.75	1	2	4	394.5	1	TRUE	wt_Tet4	9	wt_Tet4_CO_9	11769303	11770092	13	7	13_5_7	11769474	11769474	171	618	394.5	1	789	1	0	wt
Chr5	149710.25	1	2	4	508.5	1	TRUE	wt_Tet4	10	wt_Tet4_CO_10	149151	150168	4	10	4_2_10	149761	149761	610	407	508.5	1	1017	1	0	wt
Chr5	13672345	0	1	2	0	0	FALSE	wt_Tet4	11	wt_Tet4_CO_11	13666039	13678651	10	11	10_11	13666039	13678651	0	0	0	0	0	0	0	wt
Chr5	25701125.5	1	1	4	735	3	TRUE	wt_Tet4	12	wt_Tet4_CO_12	25700522	25701960	11	4	11_12_12_12_4	25700994	25701026	472	934	735	33	1438	0	3	wt
Chr1	19833522	0	2	3	0	0	FALSE	Fa_Tet7	5	Fa_Tet7_CO_5	19833317	19833727	13	11	13_11	19833317	19833727	0	0	0	0	0	0	0	Fa
Chr1	7440031	1	2	4	751	6	TRUE	Fa_Tet7	6	Fa_Tet7_CO_6	7439508	7440665	7	13	7_15_15_15_15_15_15_13	7439803	7440148	295	517	751	346	1157	0	6	Fa
Chr2	11362306	0	1	3	0	0	FALSE	Fa_Tet7	7	Fa_Tet7_CO_7	11362015	11362597	13	10	13_10	11362015	11362597	0	0	0	0	0	0	0	Fa
Chr3	11464713.75	1	2	3	788.5	2	TRUE	Fa_Tet7	8	Fa_Tet7_CO_8	11463658	11465217	11	13	11_15_15_13	11464981	11464999	1323	218	788.5	19	1559	0	2	Fa
Chr4	11240209.25	1	1	3	822.5	5	TRUE	Fa_Tet7	11	Fa_Tet7_CO_11	11239491	11240712	4	7	4_3_3_3_3_3_7	11240105	11240529	614	183	822.5	425	1221	5	0	Fa
Chr5	7980511.25	1	1	4	1148.5	4	TRUE	Fa_Tet7	14	Fa_Tet7_CO_14	7979855	7981997	11	4	11_12_12_12_12_4	7980019	7980174	164	1823	1148.5	156	2142	0	4	Fa
Chr5	16207009	1	2	4	784	4	TRUE	Fa_Tet7	15	Fa_Tet7_CO_15	16206585	16207544	4	10	4_12_12_12_12_10	16206649	16207258	64	286	784	610	959	0	4	Fa
Chr5	25458275.25	1	3	4	1803.5	16	TRUE	Fa_Tet7	16	Fa_Tet7_CO_16	25456763	25459627	10	6	10_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_6	25457984	25458727	1221	900	1803.5	744	2864	16	0	Fa
Chr1	2335865	0	2	3	0	0	FALSE	Fi_Tet10	1	Fi_Tet10_CO_1	2335581	2336149	6	4	6_4	2335581	2336149	0	0	0	0	0	0	0	Fi
Chr1	30352898.5	1	1	3	863	4	TRUE	Fi_Tet10	2	Fi_Tet10_CO_2	30352378	30353466	4	7	4_3_3_3_3_7	30352556	30353194	178	272	863	639	1088	4	0	Fi
Chr2	11749225.75	1	1	4	729.5	2	TRUE	Fi_Tet10	3	Fi_Tet10_CO_3	11748160	11749617	4	11	4_12_12_11	11749562	11749564	1402	53	729.5	3	1457	0	2	Fi
Chr3	9276315.5	0	1	4	0	0	FALSE	Fi_Tet10	4	Fi_Tet10_CO_4	9275796	9276835	11	4	11_4	9275796	9276835	0	0	0	0	0	0	0	Fi
Chr3	195780	1	2	3	466	7	TRUE	Fi_Tet10	5	Fi_Tet10_CO_5	195387	196147	13	11	13_9_9_9_9_9_9_9_11	195707	195879	320	268	466	173	760	7	0	Fi
